movieId,count,title,genres,imdbId,tmdbId,reviews
1252,59,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,71315,829.0,[]
1258,109,"Shining, The (1980)",Horror,81505,694.0,[]
1259,91,Stand by Me (1986),Adventure|Drama,92005,235.0,[]
1265,143,Groundhog Day (1993),Comedy|Fantasy|Romance,107048,137.0,[]
1270,171,Back to the Future (1985),Adventure|Comedy|Sci-Fi,88763,105.0,[]
1276,57,Cool Hand Luke (1967),Drama,61512,903.0,[]
1278,69,Young Frankenstein (1974),Comedy|Fantasy,72431,3034.0,[]
1282,53,Fantasia (1940),Animation|Children|Fantasy|Musical,32455,756.0,[]
1288,66,This Is Spinal Tap (1984),Comedy,88258,11031.0,[]
1291,140,Indiana Jones and the Last Crusade (1989),Action|Adventure,97576,89.0,[]
1302,56,Field of Dreams (1989),Children|Drama|Fantasy,97351,2323.0,[]
1304,62,Butch Cassidy and the Sundance Kid (1969),Action|Western,64115,642.0,[]
1307,85,When Harry Met Sally... (1989),Comedy|Romance,98635,639.0,[]
1356,91,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,117731,199.0,[]
1370,68,Die Hard 2 (1990),Action|Adventure|Thriller,99423,1573.0,[]
1374,62,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,84726,154.0,[]
1377,60,Batman Returns (1992),Action|Crime,103776,364.0,[]
1380,68,Grease (1978),Comedy|Musical|Romance,77631,621.0,[]
1387,91,Jaws (1975),Action|Horror,73195,578.0,[]
1391,86,Mars Attacks! (1996),Action|Comedy|Sci-Fi,116996,75.0,[]
1393,85,Jerry Maguire (1996),Drama|Romance,116695,9390.0,[]
1394,58,Raising Arizona (1987),Comedy,93822,378.0,[]
1407,70,Scream (1996),Comedy|Horror|Mystery|Thriller,117571,4232.0,[]
1466,52,Donnie Brasco (1997),Crime|Drama,119008,9366.0,[]
1485,74,Liar Liar (1997),Comedy,119528,1624.0,[]
1500,59,Grosse Pointe Blank (1997),Comedy|Crime|Romance,119229,9434.0,[]
1517,100,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,118655,816.0,[]
1527,116,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,119116,18.0,[]
1544,67,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,119567,330.0,[]
1552,59,Con Air (1997),Action|Adventure|Thriller,118880,1701.0,[]
1573,77,Face/Off (1997),Action|Crime|Drama|Thriller,119094,754.0,[]
1580,165,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,119654,607.0,[]
1584,82,Contact (1997),Drama|Sci-Fi,118884,686.0,[]
1608,58,Air Force One (1997),Action|Thriller,118571,9772.0,[]
1610,90,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,99810,1669.0,[]
1617,97,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,119488,2118.0,[]
1625,77,"Game, The (1997)",Drama|Mystery|Thriller,119174,2649.0,[]
1639,52,Chasing Amy (1997),Comedy|Drama|Romance,118842,2255.0,[]
1641,56,"Full Monty, The (1997)",Comedy|Drama,119164,9427.0,[]
1645,51,The Devil's Advocate (1997),Drama|Mystery|Thriller,118971,1813.0,[]
1653,86,Gattaca (1997),Drama|Sci-Fi|Thriller,119177,782.0,[]
1676,80,Starship Troopers (1997),Action|Sci-Fi,120201,563.0,[]
1682,125,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,120382,37165.0,[]
1704,141,Good Will Hunting (1997),Drama|Romance,119217,489.0,[]
1721,140,Titanic (1997),Drama|Romance,120338,597.0,[]
1732,106,"Big Lebowski, The (1998)",Comedy|Crime,118715,115.0,[]
1777,56,"Wedding Singer, The (1998)",Comedy|Romance,120888,11003.0,[]
1784,96,As Good as It Gets (1997),Comedy|Drama|Romance,119822,2898.0,[]
1917,92,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,120591,95.0,[]
1923,105,There's Something About Mary (1998),Comedy|Romance,129387,544.0,[]
1954,64,Rocky (1976),Drama,75148,1366.0,[]
1961,96,Rain Man (1988),Drama,95953,380.0,[]
1968,113,"Breakfast Club, The (1985)",Comedy|Drama,88847,2108.0,[]
1997,53,"Exorcist, The (1973)",Horror|Mystery,70047,9552.0,[]
2000,75,Lethal Weapon (1987),Action|Comedy|Crime|Drama,93409,941.0,[]
2005,57,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,89218,9340.0,[]
2006,60,"Mask of Zorro, The (1998)",Action|Comedy|Romance,120746,9342.0,[]
2011,87,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,96874,165.0,[]
2012,88,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,99088,196.0,[]
2028,188,Saving Private Ryan (1998),Action|Drama|War,120815,857.0,[]
2054,68,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,97523,9354.0,[]
2078,53,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,61852,9325.0,[]
2080,55,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,48280,10340.0,[]
2081,67,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,97757,10144.0,[]
2100,51,Splash (1984),Comedy|Fantasy|Romance,88161,2619.0,[]
2115,108,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,87469,87.0,[]
2167,58,Blade (1998),Action|Horror|Thriller,120611,36647.0,[]
2174,91,Beetlejuice (1988),Comedy|Fantasy,94721,4011.0,[]
2194,65,"Untouchables, The (1987)",Action|Crime|Drama,94226,117.0,[]
2268,57,"Few Good Men, A (1992)",Crime|Drama|Thriller,104257,881.0,[]
2291,80,Edward Scissorhands (1990),Drama|Fantasy|Romance,99487,162.0,[]
2302,59,My Cousin Vinny (1992),Comedy,104952,10377.0,[]
2321,61,Pleasantville (1998),Comedy|Drama|Fantasy,120789,2657.0,[]
2324,88,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,118799,637.0,[]
2329,129,American History X (1998),Crime|Drama,120586,73.0,[]
2353,67,Enemy of the State (1998),Action|Thriller,120660,9798.0,[]
2355,92,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,120623,9487.0,[]
2395,56,Rushmore (1998),Comedy|Drama,128445,11545.0,[]
2396,92,Shakespeare in Love (1998),Comedy|Drama|Romance,138097,1934.0,[]
2406,54,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,88011,9326.0,[]
2470,57,Crocodile Dundee (1986),Adventure|Comedy,90555,9671.0,[]
2502,94,Office Space (1999),Comedy|Crime,151804,1542.0,[]
2529,56,Planet of the Apes (1968),Action|Drama|Sci-Fi,63442,871.0,[]
2542,67,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,120735,100.0,[]
2571,278,"Matrix, The (1999)",Action|Sci-Fi|Thriller,133093,603.0,[]
2572,54,10 Things I Hate About You (1999),Comedy|Romance,147800,4951.0,[]
2599,56,Election (1999),Comedy,126886,9451.0,[]
2617,87,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,120616,564.0,[]
2628,140,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,120915,1893.0,[]
2640,61,Superman (1978),Action|Adventure|Sci-Fi,78346,1924.0,[]
2657,63,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,73629,36685.0,[]
2671,56,Notting Hill (1999),Comedy|Romance,125439,509.0,[]
2683,121,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,145660,817.0,[]
2692,75,Run Lola Run (Lola rennt) (1998),Action|Crime,130827,104.0,[]
2699,53,Arachnophobia (1990),Comedy|Horror,99052,6488.0,[]
2700,76,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,158983,9473.0,[]
2701,53,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,120891,8487.0,[]
2706,103,American Pie (1999),Comedy|Romance,163651,2105.0,[]
2710,64,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,185937,2667.0,[]
2712,53,Eyes Wide Shut (1999),Drama|Mystery|Thriller,120663,345.0,[]
2716,120,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,87332,620.0,[]
2762,179,"Sixth Sense, The (1999)",Drama|Horror|Mystery,167404,745.0,[]
2791,87,Airplane! (1980),Comedy,80339,813.0,[]
2797,91,Big (1988),Comedy|Drama|Fantasy|Romance,94737,2280.0,[]
2804,55,"Christmas Story, A (1983)",Children|Comedy,85334,850.0,[]
2858,204,American Beauty (1999),Drama|Romance,169547,14.0,[]
2916,88,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,100802,861.0,[]
2918,109,Ferris Bueller's Day Off (1986),Comedy,91042,9377.0,[]
2947,53,Goldfinger (1964),Action|Adventure|Thriller,58150,658.0,[]
2959,218,Fight Club (1999),Action|Crime|Drama|Thriller,137523,550.0,[]
2985,70,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,93870,5548.0,[]
2987,97,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,96438,856.0,[]
2997,99,Being John Malkovich (1999),Comedy|Drama|Fantasy,120601,492.0,[]
3033,59,Spaceballs (1987),Comedy|Sci-Fi,94012,957.0,[]
3052,79,Dogma (1999),Adventure|Comedy|Fantasy,120655,1832.0,[]
3081,62,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,162661,2668.0,[]
3114,97,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,120363,863.0,[]
3147,111,"Green Mile, The (1999)",Crime|Drama,120689,497.0,[]
3160,52,Magnolia (1999),Drama,175880,334.0,[]
3175,75,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,177789,926.0,[]
3253,61,Wayne's World (1992),Comedy,105793,8872.0,[]
3408,70,Erin Brockovich (2000),Drama,195685,462.0,[]
3421,62,Animal House (1978),Comedy,77975,8469.0,[]
3471,60,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,75860,840.0,[]
3481,75,High Fidelity (2000),Comedy|Drama|Romance,146882,243.0,[]
3489,53,Hook (1991),Adventure|Comedy|Fantasy,102057,879.0,[]
3527,61,Predator (1987),Action|Sci-Fi|Thriller,93773,106.0,[]
3535,59,American Psycho (2000),Crime|Horror|Mystery|Thriller,144084,1359.0,[]
3552,52,Caddyshack (1980),Comedy,80487,11977.0,[]
3578,170,Gladiator (2000),Action|Adventure|Drama,172495,98.0,[]
3623,77,Mission: Impossible II (2000),Action|Adventure|Thriller,120755,955.0,[]
3671,62,Blazing Saddles (1974),Comedy|Western,71230,11072.0,[]
3717,61,Gone in 60 Seconds (2000),Action|Crime,187078,9679.0,[]
3751,78,Chicken Run (2000),Animation|Children|Comedy,120630,7443.0,[]
3753,68,"Patriot, The (2000)",Action|Drama|War,187393,2024.0,[]
3793,133,X-Men (2000),Action|Adventure|Sci-Fi,120903,36657.0,[]
3897,83,Almost Famous (2000),Drama,181875,786.0,[]
3911,53,Best in Show (2000),Comedy,218839,13785.0,[]
3948,91,Meet the Parents (2000),Comedy,212338,1597.0,[]
3949,96,Requiem for a Dream (2000),Drama,180093,641.0,[]
3977,72,Charlie's Angels (2000),Action|Comedy,160127,4327.0,[]
3994,73,Unbreakable (2000),Drama|Sci-Fi,217869,9741.0,[]
3996,110,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,190332,146.0,[]
4011,93,Snatch (2000),Comedy|Crime|Thriller,208092,107.0,[]
4018,54,What Women Want (2000),Comedy|Romance,207201,3981.0,[]
4022,100,Cast Away (2000),Drama,162222,8358.0,[]
4025,64,Miss Congeniality (2000),Comedy|Crime,212346,1493.0,[]
4027,94,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,190590,134.0,[]
4034,70,Traffic (2000),Crime|Drama|Thriller,181865,1900.0,[]
4226,159,Memento (2000),Mystery|Thriller,209144,77.0,[]
4239,51,Blow (2001),Crime|Drama,221027,4133.0,[]
4246,65,Bridget Jones's Diary (2001),Comedy|Drama|Romance,243155,634.0,[]
4262,67,Scarface (1983),Action|Crime|Drama,86250,111.0,[]
4306,170,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,126029,808.0,[]
4308,55,Moulin Rouge (2001),Drama|Musical|Romance,203009,824.0,[]
4370,56,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,212720,644.0,[]
4447,64,Legally Blonde (2001),Comedy|Romance,250494,8835.0,[]
4720,55,"Others, The (2001)",Drama|Horror|Mystery|Thriller,230600,1933.0,[]
4776,51,Training Day (2001),Crime|Drama|Thriller,139654,2034.0,[]
4816,54,Zoolander (2001),Comedy,196229,9398.0,[]
4848,51,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,166924,1018.0,[]
4878,109,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141.0,[]
4886,132,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,198781,585.0,[]
4896,107,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,241527,671.0,[]
4963,119,Ocean's Eleven (2001),Crime|Thriller,240772,161.0,[]
4973,120,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,211915,194.0,[]
4979,68,"Royal Tenenbaums, The (2001)",Comedy|Drama,265666,9428.0,[]
4993,198,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,120737,120.0,[]
4995,123,"Beautiful Mind, A (2001)",Drama|Romance,268978,453.0,[]
5218,85,Ice Age (2002),Adventure|Animation|Children|Comedy,268380,425.0,[]
5299,60,My Big Fat Greek Wedding (2002),Comedy|Romance,259446,8346.0,[]
5349,122,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,145487,557.0,[]
5378,92,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,121765,1894.0,[]
5418,112,"Bourne Identity, The (2002)",Action|Mystery|Thriller,258463,2501.0,[]
5445,120,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,181689,180.0,[]
5459,61,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,120912,608.0,[]
5481,65,Austin Powers in Goldmember (2002),Comedy,295178,818.0,[]
